,isim,baslangicT,bitisTarih,tur,konuPuan,aktorS,oyuncuKadroPuan,imdb,sezonSayisi,sezonDurumu
854,MasterChef Turkey,2018,2018,Game-Show,12.0,"Mehmet Yalçinkaya,Somer Sivrioglu,Hazer Amani,Hakan Kanik",5.2125,5.2,1,basarisiz
855,Bir Litre Gözyasi,2018,2018,Drama,18.0,"Sanem Çelik,Miray Daner,Tolga Tekin,Mert Yazicioglu",6.058333333333334,5.9,1,basarisiz
856,Bir Umut Yeter,2018,2018,Drama,18.0,"Tolgahan Sayisman,Esra Bilgic,Hazal Subasi,Serhat Tutumluer",5.35625,5.9,1,basarisiz
857,Aglama anne,2018,2018,Drama,18.0,"Birce Akalay,Özlem Yilmaz,Cansel Elcin,Sezin Akbasogullari",6.012202380952382,6.2,1,basarisiz
858,Can Kiriklari,2018,2018,Action,17.0,"Hande Dogandemir,Funda Eryigit,Seçkin Özdemir,Alican Yücesoy",7.179047619047619,8.1,1,basarisiz
859,Sahin Tepesi,2018,2018,Action,16.666666666666668,"Zerrin Tekindor,Ebru Özkan,Boran Kuzum,Aybüke Pusat",7.2875,7.4,1,basarisiz
860,Bu Gece,2018,2018,Comedy,15.0,"Ibrahim Selim,Irem Erten,Mert Efe Günaydin,Furkan Inanir",9.4,9.4,1,basarisiz
861,Muhtesem Ikili,2018,2018,Action,15.5,"Ibrahim Celikkol,Kerem Bürsin,Öykü Karayel,Özge Gürel",6.7749999999999995,7.1,1,basarisiz
862,Bartu Ben,2018,2018,Comedy,17.0,"Bartu Küçükçaglayan,Müfit Kayacan,Cem Zeynel Kiliç,Cemre Ebuzziya",8.0,8.0,1,basarisiz
863,Çarpisma,2018,2018,Action,16.666666666666668,"Kivanç Tatlitug,Elçin Sangu,Alperen Duymaz,Melisa Pamuk",7.392142857142858,8.8,1,basarisiz
864,Ikizler Memo-Can,2018,2018,Comedy,15.5,"Nehir Erdogan,Özgürcan Cevik,Emir Berke Zincidi,Tugba Çinar",4.14625,3.6,1,basarisiz
865,Eser Yenenler Show,2018,2018,Talk-Show,14.0,"Eser Yenenler,Kubilay Aka,Hazer Amani,Buket Aydin",5.4625,5.3,1,basarisiz
866,Tozkoparan,2018,2018,Adventure,15.5,"Özgür Ege Nalci,Burak Kut,Leya Kirsan,Burcu Altin",7.574999999999999,7.8,1,basarisiz
867,Uykucu,2018,2018,Animation,16.0,"Beril Su Hatirnaz,Abdulkerim Tunc",8.0,8.0,1,basarisiz
